DATE,CaO,SiO2,Al2O3,Fe2O3,MgO,SO3,K2O,Na2O,P2O5,TiO2,Total,LSF,SM,IM,C3A,R_wp (%),Alite_M3 (%),Alite_M1 (%),Alite_Sum (%),Fraction_M1 (%),Alite_CS (nm),Belite_alpha (%),Belite_beta (%),Belite_Sum (%),Alum_cubic (%),Alum_ortho (%),Alum_Sum (%),Ferrite (%),Lime (%),Portlandite (%),Periclase (%),Quartz (%),Arcanite (%),Langbeinite (%),Aphthitalite (%),Gypsum (%),Hemi-hydrate (%),Anhydrite (%),Calcite (%),Dolomite(%),SO3_XRD (%),CO2_XRD (%),Syngenite(%),Ettringite(%),Illite(%),LOI,Total Alkali,SSA,Res_45_um,EN 1D,EN 2D ,EN 7D,EN 28D ,Water consistency (%)-20C,Expansion (mm)-20C,Initial setting time (min) ,Final setting time (min) ,MC Water consistency (%),MC Initial Slump,MC 1st slump loss,MC 2nd slump loss,MC 9hours,MC 1D,MC 2D ,MC 3D,MC 7D,MC 28D ,,,,,,,,,,,,,,,
6-Oct-22,63.92,19.79,5.14,2.54,0.89,2.41,0.73,0.05,0.09,0.32,95.88,98.58,2.58,2.02,9.32,8.55,20.2,37.63,57.83,65.07,222.9,4.85,9.7,14.54,7.78,0.81,8.59,6.27,0.65,1.72,0.21,0.36,0.68,0.04,0.05,0.08,2.44,0.15,6.32,0.06,1.83,2.81,,,,3.2,0.53,344,4,15.33,26.04,45.4,56.26,28.6,1,130,200,36,91,57,53,5.01,42.92,57.31,58.93,65.41,75.25,,,,,,,,,,,87.3,,,,
7-Oct-22,63.79,19.71,5.12,2.54,0.89,2.35,0.75,0.05,0.09,0.32,95.61,98.83,2.57,2.02,9.27,11.92,18.04,38.94,56.98,68.34,187.13,3.08,15.01,18.09,7.59,0.81,8.39,6.05,0.47,1.57,0.26,0.42,1,0,0,0.06,1.99,0.22,4.46,0.02,1.72,1.97,,,,3.1,0.54,347,4,15.4,25.92,44.35,56.81,28.8,1,125,195,,,,,,,,,,,,,,,,,,,,,,,,,
10-Oct-22,63.64,19.91,5.1,2.51,1.02,2.52,0.72,0.06,0.08,0.33,95.89,97.6,2.62,2.03,9.27,8.93,29.75,27.6,57.35,48.12,175.6,4.03,12.63,16.66,6.25,1.44,7.69,6.95,0.17,1.3,0.29,0.41,0.78,0.01,0.04,0.33,2.01,0.28,5.71,0.02,1.82,2.52,,,,3.1,0.53,357,2.4,14.69,25.23,45.55,60.96,29.2,1,115,190,,,,,,,,,,,,,,,,,,,,,,,,,
12-Oct-22,63.53,19.79,5.07,2.45,0.98,2.48,0.8,0.06,0.07,0.32,95.55,98.11,2.63,2.07,9.29,8.55,33.56,23.24,56.79,40.91,219.04,5.13,11.22,16.35,5.71,2.72,8.43,6.55,0.2,1.4,0.24,0.29,0.82,0.08,0.02,0.26,2.39,0.12,6.07,0,1.94,2.67,,,,3.2,0.59,357,3.1,15.86,25.32,47.35,57.34,29.4,1,110,195,36.4,92,54,51,5.33,45.99,57.36,58.02,63.21,,,,,,,,,,,,,,,,
17-Oct-22,63.68,20.14,5.11,2.71,0.92,2.28,0.81,0.07,0.05,0.26,96.03,96.73,2.58,1.89,8.96,8.68,34.26,23.73,57.99,40.93,205.81,4.48,10.99,15.47,5.23,2.45,7.69,7.13,0.25,1.28,0.14,0.39,0.88,0.08,0.04,0.12,2.01,0.23,6.3,0.01,1.77,2.78,,,,3.2,0.6,336,5.9,14.04,23.14,44.85,55.64,28.4,1,120,220,35.4,90,55,50,4.17,38.25,54.35,57.94,64.4,73.76,,,,,,,,,,,96.3,,,,
20-Oct-22,63.32,19.52,5.07,2.61,0.9,2.37,0.82,0.07,0.05,0.26,94.99,98.92,2.54,1.94,9.02,8.08,33.89,22.11,56,39.48,210.11,5.46,11.76,17.21,4.46,3.39,7.85,7.47,0.19,0.8,0.22,0.36,0.77,0.09,0.03,0.26,1.97,0.29,6.38,0.11,1.79,2.86,,,,3.2,0.61,324,6,13.35,21.1,42.77,59.77,28.2,1,125,225,,,,,,,,,,,,,,,,,,,,,98.3,,,,
21-Oct-22,64.01,20.25,5.03,2.79,0.84,2.21,0.79,0.07,0.06,0.27,96.32,96.92,2.59,1.8,8.61,9.38,31.93,26.51,58.44,45.36,207.34,4.84,10.73,15.57,4.84,2.77,7.61,7.11,0.17,0.91,0.11,0.19,0.71,0.16,0.03,0.16,2.18,0.22,6.41,0.02,1.83,2.83,,,,3,0.59,342,4.4,14.59,22.98,44.43,58.12,28.2,1,125,220,,,,,,,,,,,,,,,,,,,,,99.4,,,,
24-Oct-22,64.02,20,5.01,2.69,0.85,2.32,0.81,0.07,0.06,0.27,96.1,98.01,2.6,1.86,8.73,8.98,29.95,27.7,57.65,48.04,197.27,5.35,10.69,16.04,5.6,2.29,7.89,6.57,0.42,1.12,0.15,0.25,0.79,0.1,0.05,0.1,2.17,0.32,6.28,0.09,1.87,2.81,,,,3.3,0.6,335,5.7,13.86,24.04,44.6,58.93,28.2,1,125,225,36.3,89,57,53,6.08,42.93,57.33,58.89,65.02,81.89,,,,,,,,,,,99.5,,,,
26-Oct-22,63.93,20.02,5.13,2.54,0.89,2.2,0.87,0.07,0.07,0.26,95.98,97.85,2.61,2.02,9.3,9.21,36.09,25.81,61.9,41.7,226.65,5.36,5.87,11.22,4.3,4.23,8.54,6.57,0.49,0.58,0.2,0.44,0.92,0.22,0.03,1.17,1.25,0.18,6.18,0.12,1.89,2.77,,,,3.3,0.64,321,4.9,12.18,21.17,41.26,57.31,28.2,1,125,210,36.43,91,58,51,4.76,38.02,54.3,55.66,62.07,75.31,,,,,,,,,,,-,,,,
28-Oct-22,63.45,20.09,5.28,2.67,1.06,2.2,0.85,0.1,0.06,0.29,96.05,96.41,2.53,1.98,9.47,8.7,36.05,22.64,58.69,38.57,227.68,4.77,9.19,13.96,4.66,3.77,8.44,6.6,0.47,1.31,0.33,0.51,0.76,0.3,0,0.04,2.08,0.24,6.13,0.13,1.81,2.76,,,,3.2,0.66,342,5.7,13.44,22.48,43.39,57.29,28.2,1,120,205,,,,,,,,,,,,,,,,,,,,,-,,,,
31-Oct-22,63.62,20.03,5.13,2.8,1.05,2.24,0.85,0.07,0.07,0.29,96.15,97.02,2.53,1.83,8.86,9,40.11,21.09,61.2,34.47,192.61,3.95,8.02,11.97,4.38,4.05,8.43,6.83,0.2,1.55,0.35,0.47,0.71,0.16,0.02,0.04,2.19,0.2,5.63,0.05,1.76,2.5,,,,3,0.63,355,5.1,14.14,22.88,45.06,53.54,28.4,1,120,200,35.2,88,56,52,4.53,38.8,53.86,54.22,65.94,72.62,,,,,,,,,,,98.8,,,,
3-Nov-22,64.27,19.54,5.01,2.5,0.83,2.19,0.82,0.09,0.06,0.25,95.56,100.78,2.6,2,9.05,8.2,26.13,35.5,61.63,57.61,228.58,4.67,6.79,11.45,4.55,3.83,8.39,6.68,0.67,1.87,0.21,0.31,0.79,0,0,0.05,1.99,0.19,5.62,0.16,1.6,2.55,,,,3.6,0.63,347,4.9,15.51,24.04,44.31,55.02,28.2,1,115,190,,,,,,,,,,,,,,,,,,,,,93.2,,,,
9-Nov-22,63.79,19.9,5.2,2.49,1.1,2.18,0.83,0.09,0.05,0.26,95.89,98.09,2.59,2.09,9.57,9.18,39.5,17.98,57.48,31.28,233.28,4.45,10.68,15.14,5.08,2.6,7.68,7.34,0.17,1.15,0.28,0.19,0.79,0.17,0.03,0.12,2.14,0.34,6.87,0.11,1.9,3.07,,,,3.3,0.63,326,5.5,13.79,22.79,46.8,56.38,28.4,1,125,210,35.2,89,61,54,5.02,38.91,54.02,55.15,64.36,71.02,,,,,,,,,,,-,,,,
14-Nov-22,63.69,20.03,5.17,2.6,0.97,2.21,0.76,0.09,0.06,0.27,95.85,97.29,2.58,1.99,9.3,8.75,35.51,19.84,55.34,35.84,215.5,4.61,13.24,17.85,5.97,1.96,7.94,6.73,0.15,1.14,0.12,0.12,0.78,0.04,0.19,0.2,2.15,0.18,7,0.07,1.86,3.11,,,,3.5,0.59,322,5.1,12.41,21.02,42.36,56.59,28.4,1,120,215,35.7,92,59,53,4.87,38.07,52.61,56.91,64.08,74.58,,,,,,,,,,,89.6,,,,
16-Nov-22,63.73,20.02,5.22,2.57,0.95,2.21,0.76,0.09,0.06,0.27,95.88,97.33,2.57,2.03,9.48,9.15,35.76,21.41,57.17,37.45,202.8,4.54,11.17,15.71,5.95,2.07,8.02,7.13,0.16,0.78,0.19,0.13,0.81,0.09,0.04,0.64,1.64,0.21,7.16,0.11,1.77,3.2,,,,3.6,0.59,320,5,13.26,23.16,42.51,54.09,28.2,1,120,200,,,,,,,,,,,,,,,,,,,,,,,,,
18-Nov-22,63.78,19.97,5.23,2.55,0.99,2.2,0.77,0.08,0.05,0.27,95.89,97.64,2.57,2.05,9.54,9.12,34.74,21.13,55.87,37.82,203.91,3.92,12.56,16.48,5.74,2.02,7.76,6.94,0.15,1.25,0.23,0.15,0.86,0.11,0.06,0.26,2.06,0.17,7.58,8,1.83,3.37,,,,3.4,0.59,330,5,13.97,22.2,44.12,57.33,28.2,1,120,205,,,,,,,,,,,,,,,,,,,,,,,,,
23-Nov-22,63.61,20.03,4.83,2.85,1.18,2.3,0.77,0.09,0.05,0.25,95.96,97.43,2.61,1.69,7.98,9.44,33.71,22.78,56.49,40.33,222.2,2.69,13.51,16.2,4.03,0.79,4.82,9.06,0.13,1.13,0.22,0.26,0.82,0.18,0.03,0.34,2.07,0.25,7.91,0.1,1.94,3.53,,,,3.3,0.6,314,6,13.38,23.46,38.95,56.75,28.6,1,125,225,34.8,91,62,57,4.22,38.91,53.01,53.99,63.44,72.41,,,,,,,,,,,,,,,
28-Nov-22,63.97,19.92,4.87,2.62,1.06,2.14,0.84,0.01,0.05,0.25,95.73,98.81,2.66,1.86,8.47,9.42,42.77,18.85,61.61,30.59,218.5,2.87,8.83,11.7,3.24,3.28,6.52,7.33,0.55,1.27,0.36,0.39,0.92,0,0.18,0.02,1.92,0.22,7,0,1.72,3.08,,,,3.5,0.56,326,5.8,13.71,23.64,39.63,53.48,28.6,1,120,210,36.07,92,60,54,6.29,42.22,52.89,53.11,63.1,69.92,,,,,,,,,,,,,,,
30-Nov-22,64.23,19.63,4.87,2.49,1.04,2.29,0.81,0.1,0.05,0.24,95.75,100.48,2.67,1.96,8.69,9.2,43.77,19.15,62.92,30.43,223,3.22,6.2,9.42,3.03,4.01,7.04,7.45,0.34,1.66,0.34,0.25,0.78,0,0.25,0.02,2.29,0.51,6.7,0.03,2.07,2.96,,,,3.5,0.63,324,5.6,14.32,24.46,42.31,55.17,28.2,1,120,200,34.8,90,63,56,6.01,43.18,53.66,54.92,64.29,70.66,,,,,,,,,,,,,,,
7-Dec-22,63.94,19.93,5.01,2.54,0.97,2.25,0.8,0.09,0.05,0.26,95.84,98.42,2.64,1.97,8.98,9.27,36.72,22.43,59.15,37.92,195.3,3.42,10.41,13.83,5.46,1.85,7.31,6.88,0.18,1.86,0.19,0.19,0.92,0.15,0.08,0.16,2.1,0.23,6.63,0.15,1.91,2.98,,,,3.5,0.62,332,5,14.84,23.66,43.51,54.97,28.6,1,125,210,35,91,64,57,6.22,42.31,55.34,56.03,62.35,69.99,,,,,,,,,,,85.5,,,,
9-Dec-22,63.96,19.71,4.99,2.54,0.99,2.26,0.76,0.1,0.06,0.26,95.63,99.44,2.62,1.96,8.93,8.47,28.17,28.34,56.5,50.15,217.21,4.51,10.69,15.19,4.83,2.47,7.3,7.4,0.82,1.63,0.1,0.2,0.69,0.13,0,0.03,2.37,0.19,7.34,0.12,1.82,3.28,,,,3.5,0.6,329,4.8,13.95,22.49,41.44,54.43,28.4,0.9,125,220,,,,,,,,,,,,,,,,,,,,,80.1,,,,
14-Dec-22,63.94,19.8,4.97,2.5,1.06,2.13,0.8,0.1,0.05,0.26,95.61,99.24,2.65,1.99,8.94,8.66,33.65,23.63,57.29,41.25,201.7,3.45,12.1,15.55,5.33,1.49,6.83,7.16,0.68,1.47,0.18,0.2,0.97,0.12,0.04,0.06,2.22,0.13,7.08,0.02,1.86,3.12,,,,3.4,0.63,324,5.9,13.49,22.52,40.35,55.28,28,1,120,205,34.8,91,62,56,5.81,38.8,52.91,53.22,61.66,70.02,,,,,,,,,,,,,,,
16-Dec-22,63.98,19.94,5.06,2.51,0.83,2.26,0.79,0.09,0.05,0.24,95.75,98.37,2.63,2.02,9.16,8.7,27.62,28.91,56.53,51.14,231.97,5.35,10.82,16.17,4.5,3.12,7.62,6.58,0.31,1.69,0.13,0.27,0.59,0.09,0.05,0.25,2.31,0.16,7.14,0.1,1.83,3.19,,,,3.7,0.61,357,4.5,14.28,23.18,44.54,56.06,28.2,0.8,115,190,,,,,,,,,,,,,,,,,,,,,,,,,
19-Dec-22,63.95,19.83,5,2.53,0.95,2.25,0.77,0.09,0.06,0.26,95.69,98.9,2.63,1.98,8.97,8.77,29.59,27.05,56.64,47.76,192.42,4.54,10.78,15.32,5.2,2.01,7.21,7.18,0.52,2.02,0.21,0.29,0.81,0.06,0.05,0.05,2.27,0.21,7.03,0.12,1.83,3.15,,,,3.5,0.6,337,5.5,13.4,24.2,40.09,56.1,28.4,0.7,120,200,,,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,63.87,19.66,5.05,2.52,0.83,2.3,0.83,0.09,0.07,0.25,95.47,99.39,2.6,2,9.12,9.03,35.54,22.7,58.25,38.98,205.54,5.9,7.6,13.5,3.17,5.19,8.36,6.46,0.45,1.55,0.23,0.41,0.57,0.14,0,0.08,2.84,0.1,7.06,0,2,3.1,,,,3.6,0.64,346,6.1,13.34,22.09,42.98,54.28,28.2,0.9,120,190,34.6,90,63,57,5.21,39.91,53.1,,,,,,,,,,,,,,,,,,
2-Jan-23,63.6,19.82,5.11,2.71,1.02,2.2,0.82,0.08,0.06,0.26,95.68,98.06,2.53,1.89,8.96,7.99,30.88,25.48,56.37,45.21,205.68,3.65,12.82,16.47,5.7,1.7,7.41,7.82,0.56,1.28,0.1,0.24,0.71,0.07,0.04,0,2.08,0.05,6.66,0.13,1.56,2.99,,,,3.5,0.62,336,6.1,13.96,23.16,41.16,55.62,28.8,1,115,200,35.5,92,63,56,7.39,42.18,54.14,55.21,64.51,76.62,,,,,,,,,,,,,,,
4-Jan-23,63.67,20.09,4.96,2.58,0.94,2.35,0.81,0.08,0.05,0.24,95.77,97.25,2.66,1.92,8.78,8.37,34.16,22.38,56.54,39.59,223.6,5.27,11.69,16.96,4.32,2.98,7.3,7.23,0.3,1.36,0.32,0.24,0.78,0,0.11,0.02,2.46,0.07,6.25,0.05,1.83,2.77,,,,3.4,0.61,332,6.3,14.04,23.92,41.95,56.25,28.6,0.9,115,205,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-23,63.98,19.91,4.99,2.69,0.95,2.13,0.8,0.1,0.06,0.25,95.86,98.59,2.59,1.86,8.67,9.43,41.23,19.29,60.52,31.88,218.25,4.38,7.68,12.07,3.72,3.88,7.6,7.42,0.29,1.09,0.3,0.22,0.81,0.56,0,0.31,2.1,0.08,6.58,0.07,2.02,2.93,,,,3.4,0.63,342,5.5,14.6,24.36,45.72,54.12,28.4,1.1,120,210,35.6,91,62,59,6.99,42.99,55.69,56.91,63.21,70.25,,,,,,,,,,,,,,,
13-Jan-23,63.92,19.85,4.97,2.63,0.93,2.26,0.79,0.09,0.06,0.25,95.75,98.71,2.61,1.89,8.72,9,37.48,22.47,59.94,37.48,221.2,4.61,8.43,13.04,4.06,3.23,7.29,7.12,0.24,1.6,0.21,0.28,0.81,0.16,0.05,0.07,2.25,0.12,6.71,0.1,1.83,3,,,,3.5,0.61,338,5.8,15.18,24.38,45.74,53.08,28,1,120,200,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jan-23,63.34,19.08,4.82,2.51,0.93,2.14,0.77,0.08,0.05,0.23,93.95,101.81,2.6,1.92,8.53,8.98,42.03,17.25,59.28,29.1,225.8,4.72,7.44,12.17,3.48,3.91,7.39,6.83,0.29,1.73,0.29,0.26,0.54,0.03,0.09,0.14,2.65,0.22,8.05,0.05,1.97,3.56,,,,4.1,0.59,346,5.9,13.16,23.37,42.31,54.7,28.8,0.9,125,225,36.25,93,61,55,4.12,36.36,49.71,48.35,59.94,66.92,,,,,,,,,,,,,,,
25-Jan-23,64.21,19.15,4.83,2.44,0.85,2.16,0.76,0.1,0.06,0.23,94.79,102.94,2.63,1.98,8.65,8.89,38.28,21.57,59.85,36.04,201.3,5.17,6.86,12.03,2.72,5.48,8.19,6.35,0.35,1.92,0.19,0.76,0.52,0.15,0.03,0.04,2.38,0.3,6.92,0,1.85,3.04,,,,3.5,0.6,339,5.9,12.76,21.98,44.11,56.24,28.6,1,125,220,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jan-23,64.01,20,4.95,2.58,0.91,2.32,0.77,0.09,0.06,0.24,95.93,98.22,2.66,1.92,8.75,8.96,38.05,20.97,59.02,35.53,223.1,4.6,8.96,13.57,3.26,3.98,7.24,7.14,0.17,1.67,0.26,0.28,0.75,0,0.28,0.41,2.31,0.2,6.59,0.11,2.08,2.95,,,,3.6,0.6,338,5.2,14.42,23.66,45.26,55.45,28.2,0.9,120,220,35,92,61,54,4.86,38.32,53.61,54.91,61.02,73.41,,,,,,,,,,,,,,,
6-Feb-23,64.16,19.41,4.7,2.48,0.93,2.09,0.75,0.08,0.06,0.22,94.88,101.94,2.7,1.9,8.26,8.3,38.67,21.09,59.76,35.29,219.12,4.74,7.9,12.64,3.06,4.46,7.51,7.66,0.2,1.61,0.28,0.32,0.65,0.19,0,0.05,1.59,0.42,6.98,0.13,1.55,3.13,,,,3.9,0.57,353,6,13.77,22.64,44.09,54.6,28.4,0.8,115,215,34.3,91,59,53,4.73,38.43,50.79,53.21,62.75,67.77,,,,,,,,,,,,,,,
15-Feb-23,63.71,20.25,4.9,2.6,1.36,2.15,0.75,0.09,0.05,0.24,96.1,96.93,2.7,1.88,8.59,8.23,43.16,16.35,59.51,27.47,206.9,3.41,10.7,14.11,1.98,3.34,5.33,9.39,0.06,1.19,0.53,0.26,0.66,0.23,0.04,0.02,2.25,0.12,6.26,0.05,1.77,2.78,,,,3.4,0.58,347,5.9,12.71,22,41.73,54.19,28.4,1,135,225,34.3,95,57,54,4.02,38.75,53.61,54.22,61.84,69.39,,,,,,,,,,,,,,,
17-Feb-23,63.72,20.24,5,2.55,1.02,2.11,0.8,0.09,0.06,0.24,95.83,96.91,2.68,1.96,8.94,7.96,38.43,20.46,58.89,34.75,199.5,4.75,9.88,14.62,2.93,4.39,7.32,7.42,0.21,1.26,0.21,0.42,0.67,0.25,0,0.5,1.92,0.1,6.14,0.07,1.8,2.73,,,,3.5,0.62,340,5.7,13.2,22.39,45.55,55.11,28.2,0.8,120,215,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-23,63.81,19.98,4.9,2.56,1.1,2.16,0.77,0.09,0.05,0.23,95.65,98.28,2.68,1.91,8.65,8.5,43.34,17.35,60.69,28.59,207.21,4.53,8.15,12.68,2.51,4.45,6.96,7.61,0.1,1.62,0.42,0.4,0.55,0.22,0.01,0.1,2.3,0.18,6.12,0.04,1.79,2.71,,,,3.5,0.6,357,3.7,14.47,23.44,45.49,58.56,29,0.9,115,205,36.25,92,58,52,4.64,39.51,52.71,54.19,59.06,68.72,,,,,,,,,,,,,,,
22-Feb-23,63.44,19.68,5.08,2.66,1.28,2.28,0.78,0.09,0.06,0.25,95.6,98.43,2.54,1.91,8.96,7.88,39.71,21.1,60.81,34.69,208.24,3.67,9.05,12.71,2.25,4.09,6.34,9.43,0.14,1.24,0.45,0.46,0.65,0.19,0.01,0.04,2.23,0.1,5.08,0.1,1.72,2.28,,,,3,0.6,358,5,14.56,24.73,46.79,57.93,28.2,1,125,220,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-23,63.61,19.84,5.18,2.61,1.14,2.2,0.74,0.11,0.06,0.26,95.75,97.96,2.55,1.98,9.31,8.37,43.21,16.71,59.93,27.89,211.5,3.61,8.22,11.83,3.01,5.37,8.38,7.81,0.08,1.42,0.37,0.5,0.56,0,0.03,0.26,2.28,0.19,6.32,0.03,1.77,2.8,,,,3.8,0.6,357,6.5,12.54,22.01,45.8,57.58,28.6,0.9,120,225,36.25,90,60,53,3.28,30.16,50.36,46.69,51.67,64.51,,,,,,,,,,,,,,,
1-Mar-23,63.7,19.88,5.12,2.58,1.15,2.25,0.71,0.11,0.06,0.26,95.82,98.02,2.58,1.98,9.2,8.7,39.93,18.73,58.66,31.93,217.2,4.72,8.6,13.32,2.63,5.12,7.75,7.29,0.11,1.78,0.38,0.6,0.6,0.11,0.04,0.13,2.73,0.1,6.39,0.02,1.97,2.82,,,,3.5,0.58,353,5.9,12.79,23.69,43.95,57.17,28.4,0.8,110,200,,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-23,63.79,19.89,5.17,2.58,1.14,2.24,0.7,0.11,0.06,0.26,95.94,98.03,2.57,2,9.34,8.95,42.32,17.73,60.05,29.53,204.57,4.04,7.52,11.56,2.49,5.59,8.08,6.88,0.11,1.82,0.44,0.6,0.54,0.24,0.05,0.12,2.6,0.2,6.65,0.08,2,2.96,,,,3.5,0.57,366,5.6,11.8,21.97,43.57,59.33,28.6,1,125,225,35.89,92,59,51,4.08,34.38,51.33,51.86,59.96,68.2,,,,,,,,,,,,,,,
6-Mar-23,63.81,20.05,5.14,2.53,1.14,2.22,0.74,0.1,0.06,0.26,96.05,97.5,2.61,2.03,9.34,8.5,41.07,18.51,59.58,31.07,196.8,4.64,8.32,12.96,3.07,4.44,7.51,7.55,0.12,1.56,0.31,0.64,0.61,0.04,0.29,0.14,2.42,0.18,6,0.09,1.96,2.68,,,,3.3,0.59,342,6.4,12.9,22.67,44.69,56.65,29,0.8,130,220,25.89,91,58,53,3.92,35.62,51.99,53.95,60.39,69.5,,,,,,,,,,,,,,,
8-Mar-23,63.83,20.03,5.2,2.52,1.15,2.22,0.69,0.11,0.06,0.27,96.08,97.52,2.59,2.06,9.52,9.78,41.37,18.06,59.44,30.39,210.1,4.52,8.62,13.13,2.97,4.75,7.72,7.06,0.1,1.72,0.37,0.35,0.57,0.36,0.02,0.24,2.45,0.14,6.3,0.01,2.02,2.78,,,,3.5,0.56,342,6.4,12.3,21.32,47.32,59.25,28.6,0.8,125,215,,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-23,63.68,19.89,5.21,2.52,1.18,2.31,0.67,0.11,0.06,0.27,95.9,97.77,2.57,2.07,9.54,8.69,43.29,16.18,59.48,27.21,216.04,4.74,8.63,13.38,3.1,5.1,8.2,7.3,0.05,1.59,0.41,0.45,0.62,0.25,0.02,0.35,1.93,0.28,5.68,0,1.82,2.5,,,,3.9,0.55,345,5.8,12.15,21.13,44.89,59.04,28.8,0.8,120,225,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-23,63.8,19.93,5.28,2.56,1.21,2.2,0.61,0.12,0.06,0.28,96.05,97.74,2.54,2.06,9.66,8.83,42.29,16.37,58.67,27.91,225.85,4.05,8.84,12.89,2.91,5.41,8.31,7.36,0.08,1.49,0.42,0.42,0.56,0.39,0.02,0.21,2.3,0.28,6.54,0.05,2.01,2.9,,,,3.2,0.52,352,6,13.55,22.57,47.88,58.64,28.8,0.9,115,205,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-23,63.91,19.91,5.32,2.55,1.19,2.21,0.62,0.11,0.06,0.27,96.15,97.93,2.53,2.09,9.78,8.63,43.8,15.48,59.28,26.11,220.1,4.28,8.8,13.08,2.84,5.17,8,7.1,0.11,1.62,0.39,0.46,0.42,0.16,0.01,0.12,2.58,0.1,6.51,0.06,1.82,2.89,,,,3.4,0.52,354,6.1,13.6,21.7,45.97,58.66,28.4,0.7,120,210,34.6,90,59,52,4.3,38.99,56.3,56.99,65.13,70.21,,,,,,,,,,,,,,,
17-Mar-23,63.85,19.61,5.09,2.59,1.2,2.19,0.66,0.12,0.06,0.27,95.64,99.55,2.55,1.97,9.11,8.47,42.25,18.19,60.45,30.09,209.62,3.57,8.37,11.94,2.91,5.17,8.08,7.31,0.13,1.8,0.48,0.36,0.46,0.09,0,0.07,2.7,0.18,5.87,0.07,1.9,2.61,,,,3.5,0.55,350,6.7,12.97,22.06,44.39,56.52,28.2,0.8,115,205,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-23,63.93,19.78,5.08,2.55,1.22,2.2,0.66,0.13,0.06,0.27,95.88,98.98,2.59,1.99,9.15,8.63,44.55,16.3,60.85,26.79,209.4,3.26,8.65,11.91,2.51,5.21,7.73,7.77,0.04,1.47,0.46,0.31,0.65,0.02,0.29,0.12,2.37,0.19,5.74,0.08,1.94,2.56,,,,3.4,0.56,345,6.6,14.12,23.06,45.23,58.58,28.8,0.8,115,195,36.07,92,57,53,4.71,40.16,52.13,58,61.01,75.1,,,,,,,,,,,,,,,
22-Mar-23,63.92,19.96,5.05,2.54,1.2,2.18,0.69,0.13,0.05,0.26,95.98,98.26,2.63,1.99,9.08,8.64,43.77,15.07,58.84,25.62,258.12,3.78,8.9,12.68,2.78,4.56,7.34,8.04,0.17,1.4,0.45,0.34,0.55,0.37,0,0.21,2.45,0.25,6.8,0.11,2.05,3.04,,,,3.7,0.58,333,6.7,12.94,22.53,41.77,56.05,28.2,0.7,120,205,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,63.73,19.97,4.94,2.53,1.14,2.17,0.71,0.12,0.05,0.25,95.61,98.14,2.67,1.95,8.81,8.46,43.45,16.47,59.93,27.49,230.9,3.5,10.12,13.62,3.28,3.5,6.78,7.78,0.09,1.5,0.38,0.44,0.71,0.02,0.13,0.06,2.19,0.13,6.15,0.1,1.72,2.75,,,,3.5,0.59,330,7,13.97,23.06,42.43,56.45,28.2,0.8,115,200,36.7,92,56,52,3.9,35.48,51.31,53.69,57.25,69.92,,,,,,,,,,,,,,,
29-Mar-23,63.85,19.94,5.06,2.6,1.15,2.23,0.72,0.11,0.06,0.26,95.98,98.1,2.6,1.95,9.01,8.32,43.15,17.6,60.74,28.97,200,3.61,8.3,11.92,3.75,3.9,7.65,7.79,0.32,1.59,0.42,0.42,0.62,0,0.21,0.05,2.02,0.21,5.98,0.07,1.65,2.67,,,,3.5,0.58,337,6.4,14.38,24.27,44.39,54.54,28.4,1,115,205,34.3,90,54,49,3.88,38.29,52.88,53.66,60.31,69.33,,,,,,,,,,,,,,,
3-Apr-23,63.83,19.82,5.05,2.56,1.14,2.21,0.71,0.11,0.06,0.27,95.76,98.68,2.6,1.97,9.05,8.56,42.12,17.91,60.02,29.83,239,3.34,9.24,12.58,3.38,4.23,7.61,7.8,0.11,1.73,0.34,0.41,0.73,0,0.1,0.07,2.34,0.28,5.81,0.07,1.88,2.59,,,,3.4,0.58,336,6.6,13.88,22.05,45.06,54.71,28.8,0.8,115,200,36.25,92,57,53,5.71,40.55,55.59,60.15,65.19,74.47,,,,,,,,,,,,,,85.3,
5-Apr-23,63.94,19.91,5.07,2.55,1.12,2.23,0.66,0.11,0.05,0.28,95.92,98.41,2.61,1.99,9.12,8.8,41.4,17.21,58.61,29.37,249.53,3.79,10.29,14.08,3.94,4.12,8.06,7.08,0.09,1.69,0.38,0.37,0.61,0.07,0,0.05,2.47,0.11,6.28,0.04,1.77,2.78,,,,3.5,0.54,341,6.5,13.16,23.56,43.18,54.6,28.4,0.8,115,215,,,,,,,,,,,,,,,,,,,,,,0,,-,
